2,32
0, -0.720768, -0.0628129, -0.0360922, -0.0237392, -0.0170459, -0.013029, -0.0104428, -0.00869282, -0.00746654, -0.00658744, -0.00595028, -0.00548975, -0.0051644, -0.00494782, -0.00482373, -0.00478331, -0.00482373, -0.00494782, -0.0051644, -0.00548975, -0.00595028, -0.00658744, -0.00746654, -0.00869282, -0.0104428, -0.013029, -0.0170459, -0.0237392, -0.0360922, -0.0628129, -0.720768, 5.31676e-05, 4.52936e-05, 3.43612e-05, 2.06695e-05, 4.62174e-06, -1.32916e-05, -3.25118e-05, -5.24338e-05, -7.24285e-05, -9.18655e-05, -0.000110134, -0.000126664, -0.000140941, -0.000152526, -0.000161063, -0.000166292, -0.000168052, -0.000166292, -0.000161063, -0.000152526, -0.000140941, -0.000126664, -0.000110134, -9.18655e-05, -7.24285e-05, -5.24338e-05, -3.25118e-05, -1.32916e-05, 4.62174e-06, 2.06695e-05, 3.43612e-05, 4.52936e-05
